document,referenceResponse
"He was playing against opponents who, earlier that season, had wound him up so badly that it completely put him off his game. Players who 24 hours earlier had spoken to a newspaper to explain, in detail, how this imposter was going to be stopped.
The supporters didn't like him. Nothing was going right.
And then, taking possession 40 yards out, Ibrahimovic explodes.
A dart forward. The acceleration beginning. A quick stepover, round one opponent, speed increasing. Another stepover. Outside another, back inside the same man as he tries to recover and then a shot into the bottom corner from 18 yards.
""He could have passed,"" recalled one of the opponents he had left trailing in his wake. ""But he had read the article. It was as if he was saying, 'Forget it guys. It's me'.""
Ibrahimovic was not finished. Initial glee, wide smile, on bended knee, waving an arm in mock celebration to show how easy it was. Then something else, more serious, a point to be made. A cup-eared celebration, blowing kisses to the crowd who were already in a state of fury.
He was 19.
The goal is well known among Swedish fans. The reaction to it new.
It is part of a documentary 'Becoming Zlatan' to be released in August that contains remarkable archive footage of Ibrahimovic's early years at Malmo.
Getting such close access at an early stage of his career was sheer good fortune for brothers Fredrik and Magnus Gertten, who shot the footage in 2000 and 2001 as part of a film intended to show the conflict between young and older players at their beloved Malmo.
They needed a focus for each side of the debate. They had heard of Ibrahimovic and approached him.
""The way he saw it, of course we should make a documentary him,"" said  Fredrik.
""It suited his self image. He was only 17 but he had a very strong confidence that he would make it because he had something special.""
Manchester United's newest recruit has a reputation for saying what he thinks.
Numerous times in recent weeks he refused to say where he was going, even though his destination after leaving Paris St-Germain was obvious. Instead he said he amused himself by reading what was being written and would eventually let everyone know, at a time of his choosing.
He meant it. When he posted United's badge on Instagram, he even beat his new club to the news by 24 hours.
""We are not part of the football world,"" said Gertten. ""Our business is making social and political films. Our initial experience of dealing with footballers was that nothing of them ever comes out in what they say. Their words are controlled, boring, nothing.
""Zlatan was different. Here was a young guy who said interesting things, very honest things about himself and his emotions. It was so fresh. It made you feel warm towards him.
""The problem is people don't always like honesty. When someone says what they think it can be painful.""
His Croatian mother and hard-drinking Bosnian father were divorced and Ibrahimovic lived with the latter on the outskirts of town, moving regularly to earn the nickname 'gypsy',
His talent was honed on a small shale pitch outside his mum's flat. For him, football was, has been and remains fun.
As a teenager with Malmo, rather than simply beating opponents much older, he preferred balancing the ball on his foot and lifting it past them. To supporters it is magical. To opponents infuriating.
""I am just teasing,"" he said. ""If it's not fun it's not worth playing.""
Such arrogance does not come without a downside... there were times in his youth when Ibrahimovic seemed unmanageable.
Here was a kid, accepted by football people at Malmo as having the capability to become the best they had ever had, whose behaviour was so bad, even in the notoriously flexible world of football conduct, he nearly ended up without a club.
School was missed, regularly. He would spark fights in training with his poor discipline. It was the same in matches.
""He simply did not obey the rules,"" said Gertten.
""There was a really complex aura around him. He was over the top, aggressive. He did dirty things. Parts of the Malmo board wanted to kick him out of the club.""
When his mum and dad split, Ibrahimovic went to live with his dad, Sefik. His sister stayed with his mum.
The finer points of parenting were lost to Sefik. Frequently, there was beer in the fridge but no food.
In the documentary, Ibrahimovic explains with pride how he has learned to cook and fend for himself, all apart from his laundry, which he still took to his mum.
Yet, despite the hardship, the bond with his father is strong. The need to please obvious.
Remarkably though, Ibrahimovic's mum only found out her son was moving from Malmo to Ajax for a club record 8.7m euros in 2001 after seeing it on a television report. The teenager had asked his dad what he thought of the Dutch giants, but kept the news that discussions had already taken place a secret.
""There is a mystery around Zlatan which is hiding some part of him,"" said Gertten.
""It goes back to his childhood. You still love your mum and dad but the child who has a problem at home normally doesn't want to talk about it because they are trying to protect their family.
""His dad didn't watch him often but you could see what it meant to Zlatan any time he did.
""But his childhood also meant he had to make his own rules. He didn't have the same integration in society as others.""
If Ibrahimovic likes someone, the bond endures. However, if feelings go the other way, the dislike lingers.
Leo Beenhakker was the technical director at Ajax who took a chance on the Swede, and Ibrahimovic has never forgotten it.
Louis van Gaal followed him into the job. Ibrahimovic did not like it, or him. It is why, had Van Gaal remained at Old Trafford, there was no chance the 34-year-old would have moved to United.
Jose Mourinho (Inter Milan) good. Pep Guardiola (Barcelona) bad.
""If you treat him with respect he will treat you with respect,"" said Gertten. ""If you don't he will be a complicated man for you.""
Ibrahimovic's loyalty is underlined by the well-documented scissor-throwing incident involving Mido at Ajax in 2003.
After a defeat at PSV Eindhoven, the two got into an argument after Ibrahimovic accused Mido of not passing. In the heated exchange, the Egyptian, who had been cutting the tape from his socks, threw a pair of scissors which narrowly missed the side of the Swede's head.
Within 10 minutes, all had been forgiven and the pair were joking about it in a jacuzzi.
Ibrahimovic was the first person to publicly speak out for his friend. ""I made mistakes in Sweden,"" he said. ""It's a new day. You become older. You grow up.""
And then, to the television journalist posing the questions, he said: ""Have you made mistakes? Nobody is talking about them because you are only a reporter.""
We know so much about Ibrahimovic. But what do we really know?
In the documentary, as a teenager in Sweden, he speaks often about his girlfriend and the life they will have together in the Netherlands. She also thinks that is how it will be. Yet when he went to Amsterdam, she was hardly ever spotted at Ajax and one day he announced, glibly, that they had split.
Long hours were spent alone at his house in a small suburb of the Dutch capital - the kind of place perfect for a young family but completely at odds with the wild child image growing around him.
""I met him a lot during those early years,"" said Gertten.
""In the same year as Ibrahimovic made his debut for Malmo, the papers started with specialist sports sections. He was born for that. There were Zlatan headlines every week for a whole year even though Malmo were in the second division.
""In the beginning he was really flattered but suddenly the newspapers were doing conflict stories.
""When he got his driving licence he went to the area where the prostitutes were and pretended to be the police and scared away the customers. It was a practical joke. But it got headlines. That was shocking for him. He was upset about it.""
It is many years since Gertten and Ibrahimovic spoke. The player's advisors were told of the documentary. They did not obstruct its making, neither have they assisted.
The material, 15 years old, has been sifted through meticulously, most of it didn't make the cut. What did is compelling.
""I once read a book by a researcher who did work with kids who ticked all the boxes for someone who would go to prison,"" said Gertten. ""With the ones who didn't, one of the things that saved them was the ability to create positive emotions.
""In that sense, Zlatan's smile has been a lifesaver. The warmth that comes out of that smile makes people want to help him. They forgive him things that weren't too smart. That smile has a magic. It is really strong with him. He can turn everything around with a smile.""
Subscribe to the BBC Sport newsletter to get our pick of news, features and video sent to your inbox.",It was typical of Zlatan Ibrahimovic.
"To give some idea of the amount of the currency that represents - there were more than 90 billion banknotes in circulation in India last March.
Most central banks destroy soiled and mutilated banknotes on a regular basis and replace them with new, crisp ones.
The Reserve Bank of India, similarly, shreds such notes and makes briquettes of them. But they are not your usual briquettes.
Briquettes - usually made of farm waste in India - are used for cooking, lighting and heating. They are cheaper than coal, have lower ash content, are less polluting, and easier to store and pack. They are mostly used as fuel in factory boilers.
But briquettes made out of shredded cash are brittle and serve no such purpose, a senior central bank official told me.
So the bank's 27 shredding and briquetting machines in 19 offices across India will now snip the expired banknotes into the smallest of pieces and the resulting briquettes will be then dumped in India's vast landfills.
Sometimes the shredded currency is also recycled to make files, calendars and paper weights and ballpoint pen shells, tea coasters, cups and small trays as souvenirs for guests.
The practice is similar in the US: counterfeit banknotes are sent to the Secret Service, while unfit notes are shredded and sent to landfills or given away as souvenirs to the public touring the Federal Reserve Bank.
Central bank officials believe shredding 20 billion banknotes will not be a huge challenge. In 2015-16 the Reserve Bank of India destroyed more than 16 billion soiled notes. More than 14 billion were removed in 2012-2013 after nearly 500,000 fake notes were found in the system.
""Destroying so much cash is not a challenge because we have enough shredding and briquetting machines with very high capacities. These are automatic machines which shred the cash into the finest of pieces,"" says an official.  So, India's mountain of expired currency will soon become rubbish, literally.","India's central bank will have to destroy, by one estimate, some 20 billion ""expired"" banknotes after it scrapped two high-value denominations - the 500 ($7.60) and 1,000 rupee notes - this month to crack down on ""black money"" or illegal cash holdings."
"First Minister Carwyn Jones will travel with former Wales football striker Ian Rush to Switzerland on 21 April to get the trophy from Uefa's headquarters.
The trophy will be ""welcomed"" to the host city with a parade from Cardiff Castle to the Principality Stadium.
It will then embark on a tour around Wales, stopping at schools, clubs and popular public locations.
The women's Champions League trophy, the final of which will be staged at the Cardiff City Stadium on Thursday, 1 June, will also be on the tour.
The second-legs of the men's quarter-final ties will be staged this week.
UEFA Champions League Trophy Experience, public event dates in Wales:
Friday 21 April: 16:45 Trophy arrival in Wales and procession from Cardiff Castle to Principality Stadium
Saturday 22 April: 13:30-15:00 Liberty Stadium in Swansea
Sunday 23 April:  16:00-20:00 Aberystwyth Town Football Club
Monday 24 April: 14:00-19:00 Bangor City Football Club
Tuesday 25 April: 17:00-18:30 Llandudno Football Club
Wednesday 26 April: 18:00-20:00 Bala Town Football Club
Saturday 29 April: All day Beaumaris Castle
Sunday 30 April: 11:00-17:00 Portmeirion (Public event)
Monday 1 May: 18:00-20:00 Cefn Druids Football Club, Wrexham
Thursday 4 May: 10:00-16:00 Haverfordwest town centre
Saturday 6 May: 09:00-11:00 Newtown Football Club, 13:00-15:00 Brecon Leisure Centre, 17:00-20:00 Merthyr Town Football Club
Sunday 7 May: 10:00-14:00 Tenby
Monday 8 May: 14:00-16:00 Friars Walk Shopping Centre, Newport, 18:00-20:00 Cwmbran Stadium",The Champions League trophy will go on tour around Wales before the 2017 final in Cardiff on 3 June.
"Many researchers thought ministers would sit on this controversial issue. Instead, the chief medical officer, Professor Dame Sally Davies, has announced that draft regulations will be published within months.
She predicts that couples affected by mitochondrial disease could benefit from the treatment within two years, enabling them to have healthy children.
So why is this such a significant moment?
Firstly the UK will become the first country to allow the technique, aimed at preventing a range of potentially deadly genetic disorders.
This will underline Britain's pioneering role in genetics and IVF stretching back to both the discovery of the structure of DNA in 1953 and the birth of Louise Brown, the world's first test tube baby, in 1978.
Secondly, the technique itself will result in babies with DNA from three people - two women and a man - and this genetic alteration will be passed down the generations.
Once babies have been born using this technique, there will be no going back. A permanent and novel genetic change to members of the human race will have been made.
That might sound pretty worrying, and talk of three people's DNA mixed together seems a bit ghoulish at first glance.  So is this science overstepping the mark?
A public consultation conducted by the fertility regulator, the HFEA, found there was broad support for the technique, once the details had been explained.
So let's look briefly at the science.
Mitochondria are the energy factories of cells. They contain a tiny bit of DNA and just 37 genes, sitting outside the nucleus which has more than 20,000 genes - including all the crucial genetic material from both parents.
Mitochondrial disorders are always passed down the maternal line in the egg, so the technique being pioneered by Prof Doug Turnbull and his team at Newcastle University involves using healthy donor eggs.
Put briefly, conventional IVF is performed and then, after fertilisation, the pro-nuclei of the father and mother - you can see them clearly as the two round balls inside the glass tube in the picture above - are sucked out of the developing embryo.
This leaves behind the faulty mitochondria. The parents' genetic material is then injected into a healthy donor egg which has had its pro-nuclei removed but still has healthy mitochondria.
The scientists believe the resulting embryo should develop normally. It means all the crucial parental genes will be retained, plus a tiny amount of DNA from the female donor.
So how much DNA from the second woman is there? There is 1.05 metres of DNA in the nucleus and 0.0054 mm of DNA in our mitochondria.
Let's put that another way.  If you imagine the DNA in your nucleus - remember this is all the important stuff which makes us what we are - and stretched it from Trafalgar Square to Prof Turnbull's laboratory in Newcastle, you'd have a double helix of 282 miles.
Now if you laid all the DNA from the mitochondria alongside it, it would stretch from Trafalgar Square, barely round the corner to the National Portrait Gallery - just a couple of hundred yards.  That perhaps gives you an idea of just how little DNA is involved.
The scientists in Newcastle say their technique is akin to changing the battery of a laptop computer. The hard-drive - containing all the important information - is the parental DNA in the nucleus which remains unchanged. The battery is simply the power source.
Animal research and a number of scientific reviews suggest the technique is safe. But the Newcastle team reckon they have another year or more research to do before they will be completely satisfied.
One limiting factor for the researchers is the shortage of healthy donor eggs. They need women in the Newcastle area who are prepared to altruistically donate their eggs.
Another team in Oregon is using a similar technique and is discussing future research with the American regulators.
The next step here will be the publication of draft regulations.
There will be a debate and a free vote in parliament. A final scientific review of safety will be made and then assuming all hurdles have been passed, it will be open to the Newcastle team to apply for a licence from the HFEA. Each case, each couple being treated, will require a separate licence.
But before then, further public debate is being actively encouraged - this is an occasion where science, ethics and regulation seem to be proceeding at the same pace.
There will be some who find this disturbing - tampering with nature. But for the families affected by mitochondrial disease it is a chance to have a healthy child, and to ensure that future generations are healthy too.
We may look back on this development as one of the key moments in science and ethics of modern times.",The decision of the government to support a ground-breaking technique for preventing serious genetic disease is a bold step for science and society.
"A man was arrested after the fires at Wasserstein and police suspect arson. No-one in the hostels was badly hurt.
More than a million refugees and migrants have arrived in Germany this year, and for most their first stop has been in Bavaria.
President Joachim Gauck devoted his Christmas message to the recent influx.
""We have shown what we are capable of, in terms of good will and professionalism, but also in the art of improvisation,"" he said, praising fellow Germans for their response to the crisis.
But he also called for the full force of the law to be used against anyone using violence against the new arrivals.
""Arson and attacks on defenceless people deserve our contempt and deserve punishment,"" the president said.
Refugee hostels in Germany have come under more than 200 attacks this year alone, according to research by Die Zeit newspaper, but the authorities have secured convictions against only a handful of attackers.
Migrant crisis explained in maps and graphics
Germany's 'historic test' - Merkel
Reports of Merkel's demise are greatly exaggerated
Year of the migrant - a crisis unlike all others
Chancellor Angela Merkel promised last week that Germany would ""noticeably reduce the number of refugees"" in response to criticism from within her centre-right CDU party.
Up to 40% of arrivals in Germany have come from Balkan countries such as Albania and Kosovo which are considered safe. Most of the other arrivals are refugees from Syria, Iraq and Afghanistan.
European countries have struggled to cope with the large number of people reaching the shores of the EU. This week, international migration officials said more than a million ""irregular"" migrants and refugees had come by land and sea, the vast majority via Greece.
Czech Prime Minister Bohuslav Sobotka singled out Mrs Merkel for blame for sending out a signal across the Middle East and Africa which ""stimulated illegal migration to Europe"".
UN refugee officials say 3,716 people died or went missing this year as they tried to cross into Europe.
But there was good news for one Afghan family who feared their 10-year-son had drowned off the Turkish coast.
The Rabani family, who have since arrived in the German state of Lower Saxony, became separated from their son as they boarded a boat in Turkey. His boat capsized and many of those on board drowned.
A German Red Cross official eventually succeeded in tracking down the child, who was found staying at a refugee hostel in Switzerland. The family hope to be reunited in a few weeks' time.
In a separate development, a young Palestinian refugee who made headlines in July when she cried in front of Mrs Merkel has reportedly been told by German immigration officials that she and her family will be able to stay in the country until 2017.
Reem Sahwil, 14, had told the chancellor on live TV that she wanted to go to university but she burst into tears when the chancellor explained that not all migrants could stay in Germany and that politics ""can be tough"".
Mrs Merkel tried to comfort the girl by stroking her head.","Twelve people were hurt, including seven teenagers, when fires broke out at two neighbouring refugee hostels in the south German region of Bavaria."
"Ewan claimed his first Grand Tour stage victory by beating John Degenkolb and Peter Sagan in a sprint at the end of the 167.3km Rota-Alcala route.
Giant-Alpecin's Dumoulin finished two seconds later in a pack for a one-second advantage over Esteban Chaves.
Britain's Chris Froome was 12th and is 35 seconds behind overall.
The Team Sky rider is aiming to become the third rider to win the Tour de France and the Vuelta in the same year.
Spaniard Alejandro Valverde, who started as one of the favourites for the title, dropped to fifth overall, 29 seconds adrift of Dumoulin.
Stage five result:
1.  Caleb Ewan (Aus/Orica)- three hours, 57 minutes and 28 seconds
2.  John Degenkolb (Ger/Giant) Same time
3.  Peter Sagan (Svk/Tinkoff - Saxo) Same time
4.  Jempy Druecker (Lux/BMC Racing) Same time
5.  Jose Joaquin Rojas (Spa/Movistar) +2secs
6.  Kristian Sbaragli (Ita/Team MTN) +2secs
7.  Domenico Pozzovivo (Ita/AG2R) +2secs
8.  Daniel Moreno (Spa/Katusha) +2secs
9.  Tosh Van der Sande (Bel/Lotto) +2secs
10. Nikolas Maes (Bel/Etixx - Quick-Step) +2secs
11. Tom Van Asbroeck (Bel/LottoNL) +2secs
12. Chris Froome (GB/Team Sky) +2secs
15. Tom Dumoulin (Ned)/Giant) +2secs
General classification after stage five:
1.  Tom Dumoulin (Ned/Giant) 17 hours, nine minutes, six seconds
2.  Esteban Chaves (Col/Orica) +1sec
3.  Nicolas Roche (Ire/Team Sky) +16secs
4.  Daniel Martin (Ire/Cannondale) +25secs
5.  Alejandro Valverde (Spa/Movistar) +29secs
6.  Daniel Moreno (Spa/Katusha) +31secs
7.  Chris Froome (GB/Team Sky) +35 secs
8.  Joaquim Rodriguez (Spa/Katusha) +36secs
9.  Nairo Quintana (Col/Movistar) +37secs
10. Fabio Aru (Ita/Astana) +48secs","Tom Dumoulin of the Netherlands became the new Vuelta a Espana leader after Wednesday's fifth stage, won by Australian Caleb Ewan."
"Inverness Caledonian Thistle FC tweeted the plea ahead of Wednesday night's away match against Dundee.
The message included the line: ""We have no right to ask, but be there if you can.""
It was posted just hours after ICTFC's Highland rivals Ross County beat Hamilton 3-2 in Dingwall.
If Hamilton had won, the Inverness club would have been relegated to the Championship.
County made the game free of charge to watch to home and away fans.",A Scottish Premiership football club fighting relegation has appealed to its fans to show their support at the team's latest crunch game.
"Media playback is not supported on this device
City are now 10 points behind leaders Chelsea after defeat on Merseyside - the heaviest league loss in Guardiola's managerial career.
Asked if the gap was too great, he said: ""Yes. Ten is a lot of points.""
Guardiola, 45, has told his players to unite ""in the bad moments"" and ""forget the table"" until the end of the season.
He added: ""At the end of the season, we are going to evaluate our level and how our performance was, how the coach was, how the players were. After that we are going to decide.""
The former Barcelona and Bayern Munich boss insisted he was ""so happy in Manchester"" despite his side sitting fifth, two points behind fourth-placed Arsenal.
Guardiola watched City dominate possession on Merseyside but concede four from the six shots they faced.
Only five teams have a lower haul than their four clean sheets in the league - BBC Radio 5 live pundit Robbie Savage said City ""cannot defend"" and questioned if Guardiola would now change his style.
City are the only team in the Premier League to have over 50% of possession in every game this season but they have now conceded from the first shot they have faced in four of their last seven games.
Guardiola added: ""I said to the players be positive because you made some fantastic things during the season and for many reasons we didn't get what I think we deserved.
""In the bad moments we have to be close. It's awful for my players. We created chances but don't score and when they have a chance, they punish us.""
Everton scored with their first two shots through Romelu Lukaku and Kevin Mirallas, with Tom Davies and Ademola Lookman completing the rout.
Lookman's goal came after a John Stones clearance was charged down, throwing the young defender again under the spotlight.
It was Stones' first visit to Goodison Park since leaving Everton for City in a £47.5m deal last summer.
The 22-year-old has been criticised for making too many mistakes, and former Manchester United and Everton defender Phil Neville believes he is being unfairly singled out.
However, fellow pundit Alan Shearer told Match of the Day 2: ""John Stones did have a nightmare. He is 22 now, he has played nearly 100 Premier League games and everyone keeps saying to me and to the rest of the football world, that he is going to be a top player.
""If I'm a centre forward, a young guy and I keep on missing chances, I don't expect to be in the team. Eventually you are going to get left out. I keep seeing Stones making mistakes too often, too many times.""
City's next outing is a home encounter with second-placed Tottenham, who are on a run of six league wins.
Media playback is not supported on this device","Manchester City are out of the Premier League title race after a 4-0 loss to Everton at Goodison Park, according to manager Pep Guardiola."
"But health officials have warned that unless MMR (measles, mumps and rubella) vaccinations continue, a further outbreak cannot be ruled out.
There have been no laboratory-confirmed cases linked to the outbreak area since 22 May, Public Health Wales said.
One person died and a total of 1,219 measles cases were diagnosed during the outbreak since November.
Some 88 people visited a hospital due to the disease while a campaign was launched to boost the uptake of the MMR vaccine.
Dr Marion Lyons, director of health protection for Public Health Wales (PHW), said that the end of the outbreak was in ""no small part to unprecedented efforts to vaccinate tens of thousands of people"".
""Without so many vaccinations being given, we know that the outbreak could have continued for many more months,"" said Dr Lyons.
But PHW warned that with 30,000 children in the 10 to 18 years age group still unvaccinated across Wales, there was still a possibility of a further outbreak in the future.
And the health minister urged parents to get their children vaccinated.
Dr Lyons said: ""The only reason this outbreak could happen was because not enough young people in Wales were fully vaccinated with two doses of MMR and there is absolutely no guarantee that this could not happen again.""
Some 75,868 unscheduled vaccinations were given to people around Wales who had not been immunised in a bid to bring the epidemic under control.
GP surgeries, hospital and schools held drop-in sessions, with PHW particularly keen to target children and young people who may have missed their scheduled jabs.
Health Minister Mark Drakeford said he ""wholeheartedly"" welcomed the end of the outbreak but insisted there was ""still work to do"".
""The young people in the 10 to 18 age group who still have not been vaccinated should make the necessary arrangements at their earliest convenience,"" he added.
""We would not want to see another outbreak.
""I would like to thank the healthcare professionals for their tireless work in organising and staffing the unscheduled vaccinations drop-in sessions and GPs for the contribution of primary care among others.""
Large numbers of children in the 10-18 age group were not given the MMR vaccine as babies, the result of a scare that caused panic among parents.
It followed research by Dr Andrew Wakefield in the late 1990s which linked the vaccine with autism and bowel disease.
His report, which was published in The Lancet medical journal, was later discredited, with health officials insisting the vaccine was completely safe.
PHW said that even though the outbreak was over, a small number of measles cases were seen in Wales every year - in 2011 there were 19 cases - and parents should still ensure their children were fully vaccinated.
The first dose of MMR should be given at around 12-13 months of age and the second at around three years and four months of age - but it is never too late to catch up on missed doses, say health officials.
PHW advises that anyone born in 1970 or later who has not had measles or two doses of MMR should be vaccinated.
Any babies younger than 12 months who were advised to receive early vaccination as a result of the outbreak will still be called for routine vaccination and should still attend these appointments.
It is not dangerous to receive more than two doses of the vaccine, PHW added.
The measles outbreak centred on the Abertawe Bro Morgannwg health board area - which covers Swansea and Neath Port Talbot - along with the Powys health board area and Hywel Dda, which covers Pembrokeshire, Carmarthenshire and Ceredigion.
The Welsh Conservatives renewed their calls for a public inquiry into the epidemic so that lessons could be learned and failings identified.
On Monday, an inquest heard that Gareth Colfer-Williams, 25, died from pneumonia after contracting measles during the Swansea outbreak.
He was found dead on his sofa in his flat on 18 April, days after seeing GPs and complaining of a rash all over his body.",The measles epidemic centred on the Swansea area has been declared over eight months after it began.
"Performers dressed as cartoon characters popular in the west were seen dancing on state TV, along with violin players in miniskirts.
Pyongyang has long taken pains to keep popular culture out of its media.
This seems to be the first time that Disney characters have been featured in the reclusive state.
A Disney spokesperson told the Associated Press news agency that it had not licensed or authorised the use of the characters in the show.
'Grandiose plan'
The concert was staged by the Moranbong band as its debut performance on Friday, reported state media KCNA.
The band was put together by Kim Jong-un, who has a ''grandiose plan to bring about a dramatic turn in the field of literature and arts this year"", state media said.
North Korean entertainment has traditionally featured nationalist or folk songs, and mass displays.
In recent years, reports say, children in the isolated country have become familiar with characters such as Mickey Mouse and Winnie the Pooh through stationery items and clothes imported from China, North Korea's closest ally.
It seems to point to an easing of North Korea's paranoia about what it calls spiritual pollution from the West, and even more dangerously, South Korea, says the BBC's Charles Scanlon.
It is still illegal to watch South Korean television programmes in North Korea. But a recent report based on interviews with refugees said that North Koreans now have more access to outside media, especially DVDs of popular South Korean drama serials.
The young leader, who took power following the death of his father, Kim Jong-il in December 2011, has been seen as attempting to make changes to the profile of the North Korean leadership.
Mr Kim, believed to be in his late 20s, made his first public speech in April, in a 20-minute televised address as Pyongyang marks the centenary of the birth of the country's founder, his grandfather, Kim Il-sung.
Kim Jong-il is thought to have made one recorded public utterance in his 18-year rule - and that was a single sentence.","Mickey Mouse and other Disney characters have shown up on stage in North Korea in a concert for leader Kim Jong-un, raising some eyebrows."
"The 26-year-old Southend United forward was jailed in May after admitting online banking fraud in which a woman lost more than Â£2,000.
His club said he was eligible for early release because of the short duration of his sentence and ""his consistently excellent custodial behaviour"".
Ranger will return to training with the League One club immediately.
In a statement, Southend United said: ""Nile may regard himself as fortunate but will remain under an evening home curfew for the next five to six weeks.""
The club said it was unclear whether this meant he would be able to play in midweek evening matches.
Ranger is set to go through an individual training regime over the next seven to 10 days before rejoining his team-mates.
The former England youth player came through the academy at Newcastle United and went on to play for Swindon Town and Blackpool, before moving to Southend United in last summer.",Footballer Nile Ranger has been released from prison about 10 weeks into his eight-month sentence.
"Hundreds of volunteers have offered to help finish the Lee Rigby House in North Staffordshire.
An ex-serviceman posted an appeal after seeing only three people ""struggling to get the place finished"" before opening in September.
A trustee said the build is on track, but they're grateful for any help.
See more stories from Stoke and Staffordshire here
The Lee Rigby Foundation was established by the mother of the fusilier who was murdered in Woolwich in 2013 and has gone on to set up the Lee Rigby Home in Oakmoor.
Keith Lawson visited the home to do some work on Wednesday and said his phone has been ""ringing off the hook"" since he shared the post online.
""The people working there are veterans themselves.  I expected to see a house full of people beavering away so I was surprised when it was just three of them.
""Already we've filled five A4 sheets of paper with names and phone numbers of trades people that want to help.""
The building for Lee Rigby House was donated by local charity, the Kendo Nagasaki Foundation, and will house seven people at a time.
The foundation runs purely on volunteers, and Roz MacDonald is one of two trustees. She says the house will offer somewhere for people to unwind.
""Nobody else is doing quite what we're doing.  Here is it just completely peaceful, people can feel the weights of their problems being lifted.""
The charity is looking for people to help with finishing touches including furnishing, flooring, and landscaping.
Work has been ongoing for two years and the charity feels confident the house will be completed by September.
Ms MacDonald described the response as ""tremendous- the most welcome deluge"".","A Facebook post asking for help to complete a retreat for veterans and service families has been shared nearly 50,000 times."
"Comic Enterprises successfully argued in the High Court that 20th Century Fox's show breached its trademark right to The Glee Club name.
The show's broadcaster appealed against the 2014 ruling, but appeal court judges dismissed their case.
It is not yet clear whether the Glee show's name will have to be changed.
The appeal court judges are now due to consider whether EU trademark law affects the ruling and therefore means no change is required.
More updates on this and Birmingham and the Black Country
Part of the film studio's argument was that it should not need to change the name, citing EU law which states a trademark must be ""a sign"", in the sense of being a single sign and capable of being ""graphically represented"".  The show's name, it said, did not fall into this category.
As a result, the judges have asked the two parties and the UK Intellectual Property Office to enter their submissions on the issue by Monday when they will consider whether to send the case to the European courts.
The television show first aired in 2009 on the Fox Channel - part of Rupert Murdoch's media empire.
Mark Tughan, owner of the comedy club chain, said he received an 80-page ruling from Lord Justice Lloyd Jones, Lady Justice Arden and Lord Justice Kitchin on Monday following the appeal hearing in November.
Mr Tughan said the comedy club's trademark was registered in 1999 and that he started legal proceedings in 2011.
The film studio is yet to comment on the appeal being thrown out.
Mr Tughan, who tweeted his victory, told BBC News ""I feel vindicated, not only for taking the case in the first place but now that two courts have come to the same conclusion about the infringement on my trademark.
""One would hope that Fox would put down their weapons but they have shown no inkling of wanting to settle this.""
He added he was awarded some compensation from the High Court hearing but said he is yet to pursue what he feels he is entitled to.
The Glee Club opened in Birmingham in 1994 and now has branches in Cardiff, Nottingham and Oxford.",The makers of hit TV show Glee have lost their appeal against a legal ruling that found in favour of a comedy club chain of the same name.
"Earlier the Saudi foreign ministry said it had turned down the non-permanent seat, accusing the world body of ""double standards"".
The ministry said the UN needs to be reformed first.
It said the Security Council had failed in its duties towards Syria as well as in other world conflicts.
Mr Ban refused to say whether he would be speaking to the Saudi king about the matter.
""I understand that some member states, particularly some concerned group of member states, are discussing [this] among themselves,"" Mr Ban said.
The reaction among diplomats to this unprecedented decision has been one of shock and confusion, the BBC's Nada Tawfik reports from the UN.
France's UN ambassador Gerard Araud said: ""We think that Saudi Arabia would have brought a very positive contribution to the Security Council, but we do also understand the frustration of Saudi Arabia.""
""The fact is that the Security Council has been unable to act now for more than two years,"" Mr Araud said, according to AFP.
However, Russia's foreign ministry called the move bewildering, and said Saudi Arabia's criticism of the UN Security Council about its actions over Syria ""is particularly strange"".
By Bridget KendallDiplomatic correspondent, BBC News
Usually there is fierce competition to secure one of the 10 rotating seats on the UN Security Council - a chance to sit alongside the five permanent members for two years  on the top UN body which rules on international security issues.
Instead Saudi Arabia  has used the coveted position to lodge a very public protest.
This is the second protest from Saudi Arabia. Earlier this month the Saudi foreign minister pulled out of giving a speech at the UN General Assembly, expressing similar frustration.
It is a dramatic gesture, but whether it makes immediate reform of the Security Council more likely, as the Saudis demand, is probably questionable.
Saudi Arabia has previously expressed frustration at what it sees as an international failure to act on Syria, where it staunchly backs the rebels.
The announcement came hours after Saudi Arabia was elected for the first time to one of the 10 rotating seats on the Security Council.
The non-permanent members sit on the council for two years, along with the five permanent members - the US, the UK, France, China and Russia.
As well as accusing the council of ""double-standards"" and demanding reform, the Saudi foreign ministry pointed to its failure ""to find a solution to the Palestinian cause for 65 years"", which had led to ""numerous wars that have threatened world peace"".
It also criticised the UN's ""failure"" to rid the Middle East region of weapons of mass destruction, including nuclear weapons.
And it accused the UN of allowing the Syrian government ""to kill its own people with chemical weapons... without confronting it or imposing any deterrent sanctions"".
The UN Security Council last month finally broke a two-and-a-half year deadlock on how to deal with conflict in Syria after voting unanimously to adopt a binding resolution on ridding the country of chemical weapons.
Saudi observers say Riyadh would have been working for years to gain a place on the UN Security Council, so such a decision would have to have been made at the very top of the kingdom's leadership.",UN Secretary-General Ban Ki-moon says he has received no notification from Saudi Arabia that it will turn down a seat on the UN Security Council.
